ord_number,ordtime,exchange,sym,tsym,token,instrument,lotsize,qty,avgprice,margin,totalprice,netprice,trantype,status
1719558,2023-08-04 15:15:00,NFO,DIXON,DIXON31AUG23C4650,112876,OPTSTK,200,400,178.55,71420.0,71420.0,-71420.0,B,N
3109295,2023-08-04 15:15:00,NFO,MGL,MGL31AUG23P1060,135596,OPTSTK,800,1600,44.25,70800.0,70800.0,-70800.0,B,N
4807159,2023-08-04 15:15:00,NFO,HINDPETRO,HINDPETRO31AUG23P267.5,128466,OPTSTK,2700,13500,7.3,98550.0,98550.0,-98550.0,B,N
6982538,2023-08-04 15:26:00,NFO,NAUKRI,NAUKRI31AUG23C4900,136771,OPTSTK,150,300,223.0,67530.0,66900.0,66900.0,S,N
1407093,2023-08-04 15:26:00,NFO,DIXON,DIXON31AUG23C4650,112876,OPTSTK,200,400,164.2,71420.0,65680.0,65680.0,S,N
1457265,2023-08-04 15:26:00,NFO,MGL,MGL31AUG23P1070,135598,OPTSTK,800,4000,49.7,168920.0,198800.0,198800.0,S,N
1693587,2023-08-04 15:26:00,NFO,MGL,MGL31AUG23P1060,135596,OPTSTK,800,4000,43.25,169200.0,173000.0,173000.0,S,N
4186703,2023-08-04 15:26:00,NFO,METROPOLIS,METROPOLIS31AUG23P1360,135362,OPTSTK,400,5600,52.85,267620.0,295960.0,295960.0,S,N
4699972,2023-08-04 15:26:00,NFO,HINDPETRO,HINDPETRO31AUG23P270,128468,OPTSTK,2700,10800,8.65,82080.0,93420.0,93420.0,S,N
7814047,2023-08-04 15:26:00,NFO,HINDPETRO,HINDPETRO31AUG23P267.5,128466,OPTSTK,2700,13500,7.3,98550.0,98550.0,98550.0,S,N
